Ticker,Avg Abs Change (%),Avg Net Change (%),Std Dev Change (%),Earnings Count
LITE,8.080833333333333,4.950833333333334,8.655990525046626,12
PYPL,8.0425,-3.3325,8.532379104436123,12
DXCM,7.9975,-2.9808333333333334,13.147252363021321,12
DG,7.761666666666667,-1.0966666666666667,10.831446922006423,12
AVGO,7.68,2.015,10.046050784444422,12
HOOD,7.609999999999999,-0.8966666666666666,8.945442042366231,12
IT,7.6066666666666665,-4.1,11.649990245801614,12
AKAM,7.3825,0.7024999999999997,9.843196196542886,12
ADBE,7.379166666666666,-4.279166666666667,7.614698058042191,12
TSLA,7.368333333333333,-0.5000000000000001,8.514397432370869,12
Q,7.346666666666668,7.346666666666668,8.505529573949723,3
UNH,7.293333333333333,-1.8616666666666666,8.985695534705384,12
COO,7.2508333333333335,0.600833333333333,9.190378821288483,12
JBL,7.245833333333334,2.0375,7.859639275784515,12
CHRW,7.2275,3.3708333333333336,8.25991906006275,12
FDX,7.1691666666666665,-0.6074999999999999,8.58833789084202,12
DASH,7.131666666666667,1.0783333333333334,8.157017986019305,12
NCLH,7.091666666666666,-1.1899999999999997,8.144489492344444,12
PANW,7.015833333333333,-3.5241666666666664,9.085445361909477,12
NOW,6.998333333333334,0.6133333333333333,8.285278657006199,12
FSLR,6.975833333333333,0.6891666666666668,8.90253534708291,12
LLY,6.8725,2.2841666666666662,7.80069164571419,12
PODD,6.8675,2.7308333333333334,8.300519653319999,12
IFF,6.838333333333334,-0.4399999999999998,9.28337125284677,12
FLEX,6.790909090909091,2.3236363636363637,9.291757931335999,11
WSM,6.62,2.6750000000000003,9.335908681488423,12
EBAY,6.509090909090909,-1.4036363636363638,7.90984484389836,11
MRNA,6.475833333333333,-1.4491666666666667,8.278358926451034,12
APH,6.455454545454544,2.684545454545454,7.943928956928509,11
SNDK,6.454000000000001,1.9859999999999995,10.985478141619508,5
AMZN,6.3933333333333335,1.6833333333333333,7.244283430695021,12
JBHT,6.346923076923076,1.3223076923076922,7.453422204873581,13
SWKS,6.345,-4.193333333333333,9.20842729967139,12
GOOGL,6.310833333333334,0.11750000000000001,6.9435046495398725,12
DLTR,6.3075,-2.0141666666666667,8.195793220619436,12
AMD,6.273333333333333,-1.6083333333333332,7.785786389117653,12
ACN,6.2508333333333335,-2.8191666666666664,7.588302551036075,12
AMAT,6.239166666666667,-2.9241666666666664,7.1161652828846895,12
QCOM,6.178333333333334,-1.545,6.873267715643635,12
STX,6.176363636363636,3.6709090909090905,6.451871750965691,11
CMG,6.156363636363636,-2.9745454545454546,8.148451832877658,11
GOOG,6.142499999999999,0.16583333333333342,6.754457731189399,12
BBY,6.1275,2.0708333333333333,7.30764165207569,12
IBM,6.0925,-1.2591666666666665,6.764947702993899,12
VEEV,6.079166666666667,1.8975,7.122497168064786,12
TXN,6.052499999999999,0.1908333333333332,6.906668001199122,12
ABNB,6.051666666666667,-1.405,7.533091240411445,12
ROST,5.9750000000000005,2.6950000000000003,6.146929018919639,12
CRWD,5.969166666666666,0.26416666666666694,8.415380354752333,12
CVS,5.910833333333333,1.3775000000000002,7.9020666169162235,12
WDC,5.909166666666667,2.5191666666666666,6.907212907643368,12
HUM,5.808333333333334,-1.8116666666666665,6.649541109708021,12
BAX,5.799166666666667,-2.919166666666666,7.6803094851626135,12
DHI,5.75,0.5033333333333334,7.2951283038543595,12
ECHO,5.723333333333334,-5.051666666666667,5.951108121920478,12
EW,5.700833333333333,-0.6608333333333333,9.133536065544718,12
ZTS,5.7,-2.1149999999999998,7.6341892467075665,12
DIS,5.679166666666667,1.2291666666666667,6.507826698163783,12
